"rownames(pathway)"	"Kruskal_test"	"Dunn_AD-AP"	"Dunn_AD-CON"	"Dunn_AP-CON"	"AD_mean"	"AD_SD"	"AP_mean"	"AP_SD"	"CON_mean"	"CON_SD"	"AD1"	"AD4"	"AD5"	"AD6"	"AD7"	"AD8"	"AP2"	"AP3"	"AP4"	"AP5"	"AP6"	"AP7"	"CON1"	"CON3"	"CON4"	"CON5"	"CON6"	"CON8"
"CDP-diacylglycerol biosynthesis II"	0.853939665623534	1	1	1	16896.8742188355	5140.87639924759	17675.610685887	2819.65551057853	18340.5240665128	5737.54158904176	19550.4544504768	22661.4365934919	21796.5024637638	13062.3477897166	10130.9655797017	14179.5384358625	16392.7343939461	17180.0227121736	21944.3561465438	17897.7801587092	19139.9053019432	13498.8654020059	15193.9788376953	23487.4250481146	15142.7004332729	14476.3046711808	14154.3380679149	27588.397340898
"polymyxin resistance"	0.0585588042245033	0.990421152076651	1	0.503134939062031	25.0937117240545	30.9316374028157	13.9936200769141	14.7523986719713	97.185997088676	84.5155805266855	85.0560420008288	24.5317815833791	21.4963716622587	0	3.6617485672479	15.8163265306122	9.13024529946458	0	22.749092938878	4.08201473607924	8.29140184448258	39.7089656425804	161.818691692581	16.3655066003772	223.789020452099	114.822427816107	17.8778732296262	48.4424627412656
"superpathway of heme biosynthesis from uroporphyrinogen-III"	0.0321097199908674	0.223058716105691	1	0.044883053025527	168.116495839969	76.927919342185	452.819336334696	253.154029064078	205.162521219845	126.160229303521	128.303439019672	29.0646035741373	199.70371172598	200.723243951658	221.368730182686	229.535246585679	348.978476557434	551.046296481699	899.313860978079	449.765200661978	184.964051287239	282.848132041743	123.79879503382	276.886538523999	133.142343628304	114.18972604729	151.026646210364	431.931077875296
"tRNA processing"	0.116927776412508	1	1	1	214.442319070383	121.856010910354	106.452462001699	56.1683230376134	117.996129828506	63.9817428217777	202.150216223868	440.986247014398	217.680822755986	206.897438699797	91.2318439921659	127.707345736086	145.494778894829	88.9638014831471	91.1690546032442	97.5115309451932	25.2433975745284	190.33220850925	79.3392280883918	55.9129592286863	218.418428432041	133.911838648195	61.9268540466631	158.467470527059
"methylphosphonate degradation I"	0.138579856270164	1	0.513300272332777	0.261328116357026	2.46551701670045	3.93278259897753	7.9798582651583	11.1939641540764	0	0	5.91523323504129	8.8778688651614	0	0	0	0	12.4210572945647	28.3514793920753	7.10661290430983	0	0	0	0	0	0	0	0	0
"peptidoglycan maturation (meso-diaminopimelate containing)"	0.948729480016436	1	0.768434899810579	1	16541.0774426194	5267.06187825512	16364.1900356994	2778.11489438004	16483.0708426364	4739.37836308973	18295.4956643183	22530.1971268312	22053.6582831317	12941.7449955476	9500.03160273172	13925.3369831561	15424.1176263077	15874.0483577305	20276.9992829273	15809.8008848778	18561.5126660839	12238.6613962693	14354.642059243	19703.9059847517	13782.770553893	13767.0135451165	12587.5023070806	24702.5906057334
"superpathway of pyrimidine ribonucleotides de novo biosynthesis"	0.810157734932428	1	1	1	13103.0171883793	3627.48685083287	13978.7502076187	2590.4474147658	15775.9526063066	6588.82769530068	13017.5020200908	15552.189214731	18636.5653335541	10681.2440409755	8326.6459990509	12403.9565218735	12282.3582475494	13043.6615426098	16275.1199830243	13543.0260080596	17831.1325063329	10897.2029581361	12040.8613738077	22337.0830862774	9903.91682756469	12673.5811687837	11883.8899241513	25816.383257255
"superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)"	0.557219900998029	1	1	1	11330.5488221613	2946.02054663525	12577.1009848538	2392.18138989004	13918.3022534569	5928.00188853379	10896.2145461309	13255.9408748747	15747.1760262579	9499.8903496564	7251.15026888403	11332.9208671641	11416.3519315113	11851.5636174437	14093.4474452028	12157.2813763728	16432.5805001619	9511.38103843022	9710.57138245313	20253.4928964683	8755.50710779365	11289.0955278538	10908.6689874104	22592.4776187622
"allantoin degradation IV (anaerobic)"	0.00854297548517708	0.0225649526920292	1	0.0225649526920292	0	0	2.40347177682506	3.10176405228034	0	0	0	0	0	0	0	0	2.23696342351411	8.17624960968076	0	3.20364174161548	0.803975886140037	0	0	0	0	0	0	0
"2-methylcitrate cycle I"	0.0201782330683373	1	0.127431442949376	0.503134939062031	203.352134291029	192.393378990263	356.369312718485	269.544512113949	757.89698874787	306.058215667351	0	231.932773109244	562.971880492091	107	145.297537619699	172.91061452514	329.836671651112	100.374712067783	707.07773239506	552.962524194861	447.964236002093	0	856.9176882662	459.577950043066	816.229274386529	783.20888238165	392.151454363089	1239.29668304668
"aspartate superpathway"	0.129907103488763	1	0.768434899810579	1	2376.61926883669	1503.01862212278	3211.96540750538	1299.90816109195	4107.33507188951	1558.63654764491	626.989929431638	3695.39939220494	4680.63034975444	1821.46092348766	1647.95200473241	1787.28301340904	2578.37881892498	2360.61215884498	5447.94326407985	4104.408521141	2686.87700581457	2093.57267622692	4503.33559406541	2665.17829829169	4617.80759718109	4523.99598719385	1990.974797618	6342.71815698704
"superpathway of pyridoxal 5′-phosphate biosynthesis and salvage"	0.103414939169002	0.768434899810579	1	1	1268.40254057845	1340.25316089645	2268.23117468488	743.540964712634	1499.77421639063	617.826052617698	10.7440989571862	32.1855190910669	3666.99299578404	1040.42026944426	1346.39276473938	1513.67959545477	1927.55975550485	1917.57801139928	3046.21346837108	3369.90670964575	1684.96841902859	1663.16068415974	743.056867534028	2001.00673733087	1506.00054450442	1151.24878386324	1172.36417425568	2424.96819085553
"(5Z)-dodec-5-enoate biosynthesis"	0.342948345764196	1	1	1	282.055783067981	526.279016050818	143.682791273201	117.404553994404	131.835924925621	48.2323729542945	144.240578678197	59.8774625745429	1351.07505880938	0	107.187011135413	29.9545872103557	89.5542109303032	146.966205812862	110.583210895874	371.633565017179	35.9554369572221	107.404118025764	113.405103128114	202.842162821479	148.795613037781	152.86524351388	113.193978091092	59.9134489613818
"nitrate reduction VI (assimilatory)"	0.134546158463009	1	1	0.991170146546383	1144.88173616016	1166.78651352768	229.864688364602	151.76767073636	406.031733282268	362.254843656463	2410.05413680813	2842.22350402044	531.517200472426	505.035915982695	488.780920580884	91.6787390963621	184.84091742288	235.51289397908	436.101510648012	85.3838463621162	61.433733673228	375.915228102292	792.537365396518	99.6057768822956	840.305846024008	530.731890865947	38.963824860954	134.045695663884
"phosphatidylglycerol biosynthesis I (plastidic)"	0.84896043973956	1	1	1	15252.8498769321	4550.60309678661	16029.8943508122	2568.45304516359	16935.2658835169	5344.70436475344	17167.3148445924	20138.3605368042	20045.14930148	12045.0623482445	9111.15720803047	13010.0550224412	15125.3811159394	15497.9255842359	19580.7145886504	16186.4323293426	17781.6999439666	12007.2125427385	13833.7964937941	21671.8860379231	13819.577928819	13540.1320422089	13141.9654017748	25604.2373965817
"phosphatidylglycerol biosynthesis II (non-plastidic)"	0.84896043973956	1	1	1	15252.8498769321	4550.60309678661	16029.8943508122	2568.45304516359	16935.2658835169	5344.70436475344	17167.3148445924	20138.3605368042	20045.14930148	12045.0623482445	9111.15720803047	13010.0550224412	15125.3811159394	15497.9255842359	19580.7145886504	16186.4323293426	17781.6999439666	12007.2125427385	13833.7964937941	21671.8860379231	13819.577928819	13540.1320422089	13141.9654017748	25604.2373965817
"mycolate biosynthesis"	0.112896190605894	1	0.640832680884436	1	303.201028914713	639.936286139852	173.401160956734	141.217877242205	159.102850191166	58.1362970982244	12.0744779078047	35.3118533833195	1606.15252146521	0	129.395245431123	36.2720753008202	108.289135935834	177.491174982713	133.812314296598	447.485957603393	43.5377265028225	129.790656419042	136.786371368753	244.796375064395	179.568491695322	184.362462464121	136.561022052329	72.5423785020771
"NAD salvage pathway I"	0.580503383582624	1	0.991170146546383	1	5992.94145497214	3246.88650383641	4665.90899216417	2125.52196890406	4140.78733505097	1912.1537119587	9091.12936103066	8728.46879482087	9013.82787071306	3258.20908888822	3319.37823946616	2546.63537491389	2851.10865035187	4175.21748056307	8217.55281894251	5601.29026898954	2312.94505779079	4837.33967634724	6245.27486080832	2510.55499014567	5706.99329557963	3657.49315056954	1452.20712872916	5272.20058447348
"NAD biosynthesis I (from aspartate)"	0.84896043973956	1	1	1	4733.97779621382	2121.0038646419	5034.00340235426	1682.36025422659	4877.84332033495	1449.10168395211	7070.7799609261	7067.78753632109	5663.38678893345	2450.95162388753	3009.38154448758	3141.57932272716	3655.43511693805	4453.8730839186	7882.05578285781	6152.97110523539	3512.8756634846	4546.80966169113	5719.91315261202	4520.57502663526	4980.39035025175	4152.96806809757	2811.5025198954	7081.71080451767
"pyridoxal 5′-phosphate biosynthesis I"	0.0969719678644052	0.250696949500726	1	0.529274546425124	938.39308651952	1014.81730290496	1688.26579403722	591.404023795595	1097.7546425408	426.795548966876	8.54641606394034	25.5686467881783	2780.00369699428	745.051429734072	993.163238776336	1078.02509076032	1403.74938556941	1407.42796412285	2282.23722342978	2586.41072766282	1219.24005069183	1230.52941274664	556.650874148287	1412.90590625054	1174.50727667883	860.144518036855	854.411387833612	1727.90789229666
"TCA cycle VIII (helicobacter)"	0.0188590903637521	0.0694227939262312	0.154727590862631	1	738.185525940612	531.985077186641	1378.81691871893	544.26593918271	2015.32159157758	796.827869348587	241.203234167943	792.031436905101	1742.11262378268	391.645679912938	546.684054878743	715.436125996267	1154.74774767968	1545.43635418241	2169.60865373076	1647.55993109329	1196.75440652586	558.79441910158	2377.0473498753	1228.63682777821	2256.9291774205	2032.43957779023	1013.89444177045	3182.98217483081
"L-rhamnose degradation I"	0.547529366500244	0.640832680884436	1	1	1415.79312235398	780.342406223052	1660.53911966922	862.727375394508	1187.04319046715	585.52847673507	1728.42898298668	1232.75388439663	2857.15429340735	801.52027975771	915.64912928232	959.252164293197	1056.80864010043	1097.36081974244	3004.73170435017	2326.03675816024	772.805584358097	1705.49121130398	967.094042737224	1018.29652889954	1399.66331617358	933.142789995084	554.903003033831	2249.15946196364
"flavin biosynthesis I (bacteria and plants)"	0.834196285742519	1	1	1	5649.74413642913	2563.72103583746	5762.3953203162	1913.63416895662	5264.69530094529	1611.2454715004	8829.72677999148	8141.87836974922	6752.89970829896	3375.68887438749	3295.33894824175	3502.93213790585	4425.23231868909	5020.39199367778	9191.41689189031	6744.2426208017	4081.3870834224	5111.7010134159	6328.8061256299	4297.1641620411	6016.61495402063	4394.27211816789	3086.03950673632	7465.27493907588
"formaldehyde oxidation I"	0.134546158463009	0.9126931589997	1	1	859.026737776512	790.490007546729	198.407307572759	172.810985623488	476.193479015909	442.358785424443	1654.67505977981	2038.64867993657	464.30745403295	338.352852983533	564.920487626484	93.2558922997189	131.140856328637	201.90381637314	371.552617983573	0	53.8821689182973	431.964385832908	430.394990684965	28.4715165582848	1034.89952710581	995.93303694658	77.6562975853293	289.805505214486
"adenosine nucleotides degradation II"	0.65252842024987	1	1	1	2341.57224066079	2010.14876675642	1744.53362497002	1302.87629239628	1440.89378842435	1289.12723427172	6073.63881111468	2758.47177325164	1457.17983193358	2287.68228252675	1020.89256604514	451.568179092923	408.85898889364	1499.97591564327	3699.01073647597	1901.00744804197	326.286215117902	2632.06244564734	1684.80560880574	82.0165382107827	3302.69785568334	880.82371855805	206.069480705249	2488.94952858296
"superpathway of L-serine and glycine biosynthesis I"	0.750849754662436	0.197962116588441	1	0.350545106806721	9916.12667239604	3886.42448256473	8835.40672737765	1987.32129958597	8237.02318535932	2642.06022908878	13941.0084894299	14582.8247271479	11451.7642077163	6813.05454818091	6054.24603885894	6653.86202304224	6092.82955074075	8845.22203624665	12226.7787595027	8161.82100156506	8475.35559531947	9210.43342089128	10385.1172640605	6510.62439230616	8186.78912751106	7985.75996105754	4486.75007805786	11867.0982891628
"sulfate reduction I (assimilatory)"	0.0497870683678639	0.314272469549192	0.991170146546382	1	263.649496496483	113.485596107242	535.766919728366	245.425927728671	354.603243243539	190.870944415281	72.2075438945155	324.976540618357	192.686347097807	276.699599235724	334.205582523735	381.121365608758	383.97863543381	601.194314112835	997.398524188298	506.531467631267	359.559343641598	365.939233362386	206.103636159302	571.810699640506	501.606149465691	97.5531717556866	264.845749939429	485.700052500619
"superpathway of sulfate assimilation and cysteine biosynthesis"	0.0380442300302711	1	0.197962116588441	0.350545106806721	544.521979085396	221.653676500754	1076.71633407124	473.529962718078	726.755464731017	375.72240914022	160.309608754757	694.841464291046	421.15177224599	563.998567544807	676.083863495871	750.746598179903	774.508955804667	1181.80895432302	1971.14667242868	1037.9811525482	733.121339446757	761.730929876136	445.757212265414	1121.07392004428	1022.85469595036	214.547971959085	537.239117932167	1019.05987023479
"TCA cycle I (prokaryotic)"	0.134546158463009	0.136264205438633	1	0.83845610475338	2570.0591794891	1739.62536263678	3632.50090197311	1272.87502250918	2748.51716424396	890.681256738809	1317.03397062614	1643.88626913942	6045.8252676373	1951.97386348201	2303.15340855296	2158.48229749679	2793.20960660099	3180.29599059014	5457.05931013411	4945.00105874672	2242.04745569932	3177.39199006735	2126.88480329473	2534.12605004663	3521.03069002296	2541.43604583186	1688.42454706993	4079.20084919762
"superpathway of glyoxylate bypass and TCA"	0.0345016487490504	0.0738726027713595	0.0738726027713595	1	19.8207243382564	27.2776830390236	0	0	0	0	11.915693420262	63.7541317499624	0	0	0	43.2545208593143	0	0	0	0	0	0	0	0	0	0	0	0
"teichoic acid (poly-glycerol) biosynthesis"	0.0745346450047699	0.350545106806721	1	1	4894.08380088322	1354.12653200349	6378.95935256941	2011.40839364601	2942.40344027446	2890.54182980818	3623.27276328213	6702.58909357944	5799.38557248659	5369.49473489646	3099.14359491371	4770.61704614099	8384.93903464651	7058.1845294235	6885.49608916754	7802.55955685689	5256.53322329504	2886.043682027	479.330223519854	83.7611577942689	5379.670237513	4530.51625850187	6610.08954346906	571.053220848743
"superpathway of thiamin diphosphate biosynthesis I"	0.52865094692867	1	1	0.9126931589997	3771.61069935143	1512.16902709602	4331.235300046	1306.14977408379	3605.67774384142	866.349280842909	4725.04925405152	4628.40822373785	5887.9479417738	2127.82968581154	2672.98750621845	2587.44158451544	3350.28338286362	3665.02829210004	6119.84921053582	5882.09360580278	3275.58596075348	3694.57134822027	3257.8961901684	3388.89184164889	4327.11433084692	3320.67770109301	2450.12180205357	4889.36459723773
"superpathway of L-threonine biosynthesis"	0.567081944942792	0.640832680884436	1	0.702582914637644	10344.9575991794	3176.35168758547	10553.4274347882	2701.2939964886	13394.2691490395	6125.40976099594	12326.1366340959	12851.2832867268	14034.1743060079	7373.70533089275	6284.10833682688	9200.33770052634	7653.08972966332	9234.33187394087	13577.699318459	9629.52515915316	14267.0074114387	8958.91111607409	10516.3228818953	19821.8222253064	9308.02529363474	10246.5082991747	8004.10923940336	22468.8269548227
"tRNA charging"	0.959890875328063	0.0205722475611045	0.281045372025425	0.9126931589997	12776.835030994	4495.8637491112	13082.5199085181	2388.85332364185	13470.7098562003	3836.88576898584	15456.0415001732	17520.6482546957	17418.0624463221	9071.30997626953	7830.65655162278	9364.29145688052	11535.6524256787	12672.3820129582	17339.0771605005	14106.7382889972	12220.9664706397	10620.3030923344	12186.0917311812	15199.6007003875	12380.9538183794	11548.5696540938	9241.32752003807	20267.7157131219
"L-tryptophan biosynthesis"	0.959890875328063	1	1	1	5311.03476002443	2652.55404977273	4520.37925011139	1788.4671718617	4915.80926679983	1999.77897523479	7550.0565726389	7692.75531568499	7933.95034176414	3049.91620345306	3030.96493640525	2608.56519020022	3149.53789302486	4008.91232119207	7834.86165726954	5001.44862712051	2929.40824235192	4198.10675970942	7097.37429152355	3401.26372991941	5724.0853189101	4030.02015607745	2240.84448927312	7001.26761509536
"L-tyrosine degradation I"	0.556883370852686	0.389432359269271	1	0.837711447818248	49.1488321659093	46.5311893450735	50.6091672974452	27.2732909456505	33.0858866790204	13.5768751965233	0	0	24.28125	89.4533485975959	77.9549839228296	103.20341047503	90.0186567164179	33.1761786600496	14.7139830508475	71.743119266055	39.8949579831933	54.1081081081081	31.0126582278481	30.4187192118227	15.7178841309824	31.8694029850746	57.6923076923077	31.804347826087
"superpathway of ubiquinol-8 biosynthesis (prokaryotic)"	0.531404697967549	1	1	1	57.1481090794368	55.0031783375948	29.6319615908407	31.9627773449854	56.3018111105241	46.6017641019558	24.6617835848094	23.8354457007663	80.3764530798953	156.207318144193	6.38837181495097	51.4192821520061	0	40.2809193491947	31.0370181024129	0	20.6621777690634	85.811654324373	75.6920612285127	15.1290179188874	133.277818817101	11.171927917975	31.5876496856583	70.95239109501
"UDP-N-acetyl-D-glucosamine biosynthesis I"	0.641180388429956	1	1	0.838456104753379	12110.42387391	3404.69559379376	13364.3252097176	2160.03518415202	14368.6583563109	4841.47662904723	11774.7703170318	15437.984788366	16649.8886697646	10212.0964165074	7463.81253348706	11123.9905183032	13126.9097356307	13050.8466971232	15247.2634694642	13343.1560845185	15772.302695008	9645.47257656117	10522.440705427	19119.7051654964	11157.3306439387	11894.2850750378	11661.5396061695	21856.6489417961
"L-valine biosynthesis"	0.910676771022518	0.390026848402681	1	1	9065.13926175691	4908.25907201166	7638.15492337079	3247.3024264408	7997.39825693162	3385.19391526265	14867.1550840211	14595.2656212482	10459.9152028631	4960.91900355756	5102.98035638049	4404.60030247095	4794.55817717131	6909.22664820859	13432.2369799234	7823.18542672377	4484.72892743559	8384.99338076206	11445.4307190465	5822.50550197779	8770.48150887588	6521.6620747682	3368.16935460409	12056.1403823173
